0,99,Aeropuertos en el Sistema de Transporte,Aeropuertos en el Sistema de Transporte,ASA,Asistente,1.0,V,T,0.0,200,100.0,ASA,0
1,100,Diplomado en Metodologías de Investigación Cualitativa,Dip. en Met. de Inv. Cualitativa,DME,Diplomado en Metodologías de Investigación Cualitativa,1.0,V,T,100.0,250,40.0,DME,0
2,101,Especialidad en Ortodoncia,Esp. en Ortodoncia,EEO,Especialista en Ortodoncia,1.0,V,T,200.0,4700,10.0,EEO,0
3,102,Maestría en Educación Superior V.3,Maestría en Educ. Sup. V.3,MES,Magister en Educación Superior,1.0,V,T,300.0,1100,20.0,MES,0
4,103,Diplomado en Educación Superior V.7,Diplomado en Educ. Sup. V.7,DES,Diploma en Educación Superior,1.0,V,A,100.0,350,25.0,DES,0
5,104,Maestría en Administración Pública V.2,Maestría en Adm. Publica V.2,MAP,Magíster en Administración Pública,1.0,V,A,300.0,2500,10.0,MAP,0
6,105,Diplomado en Manejo Integrado de Plagas,Dip. en Manejo Int. de Plagas,DMP,Diplomado en Manejo Integrado de Plagas,1.0,V,T,100.0,500,22.0,DMP,0
7,106,Especialización en Ingeniería de Caminos,Esp. en Ing. de Caminos,EIC,Especialista en Ingeniería de Caminos,1.0,V,T,200.0,1900,10.0,EIC,0
8,107,Especialidad en Salud Familiar y Comunitaria Sucre,Esp. en Salud Familiar y Comunitaria Sucre,ESC,Especialista en Salud Familiar y Comunitaria,1.0,V,T,1500.0,9000,10.0,ESC,0
9,108,Especialidad en Derecho del Gas,Esp. en Derecho del Gas,EDG,Especialista en Derecho del Gas,1.0,V,T,200.0,1500,10.0,EDG,0
10,109,Especialización en Recursos Hidráulicos,Esp. en Recursos Hidráulicos,ERH,Especialista en Recursos Hidráulicos,1.0,V,T,200.0,1700,10.0,ERH,0
11,110,Diplomado en Sistemas de Información Geográfica,Dip. en Sist. de Inf. Geográfica,DSIG,Diplomado en Sistemas de Información Geográfica,1.0,V,T,750.0,3375,20.0,DSIG,0
12,111,Diplomado en Gestión de Estrategias y Políticas Municipales,Dip. en Est. y Pol. Municip.,MEPPD,Diploma en Estrategias y Políticas Municipales,1.0,V,T,100.0,500,10.0,MEPPD,0
13,112,Especialidad en Turismo Rural,Esp. en Turismo Rural,ESTR,Especialista en Turismo Rural,1.0,V,T,200.0,650,10.0,ESTR,0
14,113,Maestría en Producción Orgánica Sostenible,Maest. en Prod. Org. y Sostenible,MPOS,Magister en Producción Orgánica Sostenible,1.0,V,T,300.0,2200,10.0,MPOS,0
15,114,Maestría en Psicomotricidad y Estimulación Múltiple Temprana (Sta. Cruz),Mae. en Psicomotricidad y E.M.T. (Sta. Cruz),EPMT,Magister en Psicomotricidad y Estimulación Múl,1.0,V,T,2250.0,13750,10.0,EPMT,0
16,115,Maestría en Psicomotricidad y Estimulación Múltiple Temprana (Sucre),Mae. en Psicomotricidad y E.M.T. (Sucre),MPMT,Magister en Psicomotricidad y Estimulación Múltiple Temprana,1.0,V,T,2250.0,7350,10.0,MPMT,0
17,116,Especialidad en Enfermería Obstétrica y Neonatal,Esp. en Enf. Obst. y Neonatal,EEON,Especialista en Enfermería Obstétrica y Neonatal,1.0,V,T,200.0,1300,10.0,EEON,0
18,117,Maestría en Investigación y Conservación de la Biodiversidad,Mae. en Inv. y Cons. de la Biodiversidad,MICB,Magister en Investigación y Conservación de la Biodiversidad,1.0,V,T,2250.0,12750,10.0,MICB,0
19,118,Especialidad en Diseño de Interiores,Esp. en Diseño de Interiores,EDI,Especialista en Diseño de Interiores,1.0,V,T,200.0,1000,20.0,EDI,0
20,119,Especialidad en Tributación,Esp. en Tributación,ESTB,Especialista en Tributación,1.0,V,T,1500.0,7125,16.842105,ESTB,0
21,120,Maestría en Agricultura y Agroecología Sostenible,Maestría en Agr. y Agroec. Sostenible,MAAS,Magister en Agricultura y Agroecología Sostenible,1.0,V,T,300.0,2200,10.000000,MAAS,0
22,121,Diplomado en Lengua Quechua con Enfoque Intercultural Bilingue,Diplomado en Lengua Quechua,DLQ,Diplomado en Lengua Quechua con Enfoque Intercultur,1.0,V,T,100.0,450,20.000000,DLQ,0
23,122,Diplomado en Enseñanza del Ingles como Lengua Extranjera,Diplomado en Enseñanza del Ingles,DELI,Diplomado en Enseñanza del Ingles como Lengua Extranjera,1.0,V,T,750.0,2850,10.000000,DELI,0
24,123,Diplomado en Educación Superior V.8,Diplomado en Educ. Sup. V.8,DES8,Diplomado en Educación Superior,1.0,V,A,760.0,3040,25.000000,DES,8
25,124,Especialidad en Tecnología Educativa,Esp. en Tecnología Educativa,ETED,Especialista en Tecnología Educativa,1.0,V,T,200.0,900,10.000000,ETED,0
26,125,Diplomado en Temas Curriculares y Gestión Educativa V.4,Dip. en Temas Curriculares y G. Educativa V.4,DTCG,Diplomado en Temas Curriculares y Gestión Educativa,1.0,V,T,750.0,1275,10.000000,DTCG,0
27,126,"Maestría en Salud Pública con Mención en Gerencia V.2, Montero",Maest. en Salud Pública Mención Gerencia V.2 Montero,MSPG,Magister en Salud Pública con mención en Gerencia,1.0,V,T,2500.0,20000,1.875000,MSPG,0
28,127,Maestría en Kinesiología Traumatológica y Deportiva (Sucre),Mae. Kines. Traum. y Deportiva (Sucre),MKTD,Magister en Kinesiología Traumatológica y Deportiva,1.0,V,T,2250.0,9750,10.000000,MKTD,0
29,128,Maestría en Kinesiología Traumatológica y Deportiva (Sta Cruz),Mae. Kines. Traum. y Deportiva (Sta Cruz),MKTDS,Magister en Kinesiología Traumatológica y Deportiva,1.0,V,T,2250.0,13750,10.000000,MKTDS,0
30,129,"Maestría en Negocios Financieros, Banca y Cooperativas","Mae. Negocios Fin., Banca y Coop.",MNBC,"Magister en Negocios Financieros, Banca y Cooperativas",1.0,V,T,2250.0,17250,10.000000,MNBC,0
31,130,"Maestría en Manejo Integrado de Cuencas V.1, Sede Sucre",Mae. en Manejo Integrado de Cuencas V.1 Sede Sucre,MMIC,Magister en Manejo Integrado de Cuencas,1.0,V,T,2250.0,16500,10.000000,MMIC,0
32,131,Maestría en Psicomotricidad y Estimulación Múltiple Temprana (La Paz),Mae. en Psicomotricidad y E.M.T. (La Paz),EPMT,Magister en Psicomotricidad y Estimulación Múltiple,1.0,V,T,2250.0,13750,10.000000,EPMT,0
33,132,Maestría en Kinesiología Traumatológica y Deportiva (La Paz),Mae. Kines. Traum. y Deportiva (La Paz),MKTDL,Magister en Kinesiología Traumatológica y Deportiv,1.0,V,T,2250.0,13750,10.000000,MKTDL,0
34,133,Especialidad en Formulación y Gestión de Proyectos de Desarrollo,Esp. en Form. y Gest. de Proy. de Desarrollo,EEPPD,Especialista en Formulación y Gestión de Proyectos de Desarrollo,1.0,V,T,200.0,1000,10.000000,EEPPD,0
35,134,"Maestría en Estrategias, Políticas y Proyectos de Desarrollo","Esp. en Est., Pol. y Proy. de Desarrollo",MEPPD,"Magister en Estrategias, Políticas y Proyectos de",1.0,V,T,300.0,2100,10.000000,MEPPD,0
36,135,Diplomado en Procedimiento del Derecho Civil,Dip. en Proc. del Derecho Civil,DPDC,Diploma en Procedimiento del Derecho Civil,1.0,V,T,750.0,3750,10.000000,DPDC,0
37,136,Curso Para la Formación de Tutores de Programas Académicos,Curso Para la Formación de Tutores,CPFT,Certificado,1.0,V,T,0.0,200,100.000000,CPFT,0
38,137,Curso Para la Formación de Tutores de Programas Académicos (Doctorado),Curso Para la Formación de Tutores,CPFTD,Certificado,1.0,V,T,0.0,200,100.000000,CPFTD,0
39,138,Especialidad en Cirugía Bucal con mención en Implantología,Esp. en Cirugía Bucal mención Implantología,ECBMI,Especialista en Cirugía Bucal con mención en Implantología,1.0,V,T,1500.0,26250,10.000000,ECBMI,0
40,139,Diplomado en Formación Basada en Competencias,Dip. en Formación Basada en Competencias,DEFBC,Diploma en Formación Basada en Competencias,1.0,V,T,0.0,400,100.000000,DEFBC,0
41,140,Maestría en Hidrogeología y Recursos Hídricos,Mae. en Hidrogeología y Recursos Hídricos,MHGRH,Magister en Hidrogeología y Recursos Hídricos,1.0,V,T,0.0,300,100.000000,MHGRH,0
42,141,Encuentro de Doctores y Doctorandos en Ciencias de la Educación,Enc. de Doctores y Doctorandos,EDDEC,Certificado,1.0,V,T,0.0,450,100.000000,EDDEC,0
43,142,Maestría en Comunicación Intercultural Como Aporte al Desarrollo Sede Sucre,Maestría en Comunicación Intercultural Sede Sucre,MECI,Magíster en Comunicación Intercultural Como Aporte al Desarrollo,1.0,V,T,2250.0,15000,10.000000,MECI,0
44,143,Maestría en Salud Pública con mención en Gerencia V.2 Sede Sucre,Mae. en Salud Pública mención Gerencia V.2 Sede Sucre,MPMG,Magister en Salud Pública con mención en Gerencia,1.0,V,T,2250.0,17500,10.000000,MPMG,0
45,144,Maestría en Dirección de Marketing y Competitividad Sucre,Mae. en Dirección de Marketing y Competitividad Su,MDMC,Magister en Dirección de Marketing y Competitividad,1.0,V,T,2250.0,16500,10.000000,MDMC,0
46,145,Curso de Formación contínua en Administración de Archivos y Bibliotecas,Curso de Administración de Archivos y Bibliotecas,CFCAB,Certificado de Aprobación,1.0,V,T,0.0,770,54.545455,CFCAB,0
47,146,Diplomado en Educación Superior La Paz,Dip. en Educación Superior La Paz,DESBA,Diploma en Educación Superior,1.0,V,T,350.0,1750,10.000000,DESBA,0
48,147,"Especialidad en FonoAudiología, Sede Sucre",Esp. en FonoAudiología,EEFA,Especialista en FonoAudiología,1.0,V,T,1500.0,3750,10.000000,EEFA,0
49,148,Diplomado en Educación Superior (Montero-Santa Cruz),Dip. en Educación Superior (Montero-Santa Cruz),DESM,Diplomado en Educación Superior,1.0,V,T,750.0,3750,10.000000,DESM,0
50,149,"Feria Exposición de Ciencia, Tecnología e Innovación",Feria Ciencia y Tecnología,FCTI,Certificado,1.0,V,T,0.0,0,0.000000,FCTI,0
51,150,Maestría en Medicina del Trabajo y Salud Ocupacional V.2 La Paz,Mae. en Med. del Trab. y Salud Ocup. V.2  La Paz,MMTSO,Magister en Medicina del Trabajo y Salud Ocupacional,1.0,V,T,2250.0,15000,10.000000,MMTSO,0
52,151,Maestría en Educación Superior Virtual V.4,Mae. en Educ. Sup. Virt. V.4,MESV4,Magister en Educación Superior,1.0,V,T,2250.0,8250,10.000000,MES,MES
53,152,Doctorado en Ciencias de la Educación V.6 Sede Sucre,Doc. en Cienc. de la Educ. V.6 Sede Sucre,DCEV6,"Doctor en Ciencias de la Educación, Ph. D.",1.0,V,T,4125.0,35765,10.000000,DCE,DCE
54,153,Doctorado en Ciencias de la Educación V.6 Subsede La Paz,Doc. en Cienc. de la Educ. V.6 Subsede La Paz,DCEV6,"Doctor en Ciencias de la Educación, Ph. D.",1.0,V,T,4125.0,37500,10.000000,DCE,DCE
55,154,Especialidad en Gestión Administrativa Universitaria,Esp. en Gest. Administrativa Univ.,EEGAU,Especialista en Gestión Administrativa Universitaria,1.0,V,T,1500.0,4500,11.111111,EEGAU,0
56,155,Maestría en Medicina del Trabajo y Salud Ocupacional V.2 Subsede Cochabamba,Mae. en Med. del Trab. y Salud Ocup. V.2  Subsede Cbba.,MMTSO,Magíster en Medicina del Trabajo y Salud Ocupacional,1.0,V,T,2250.0,15000,10.000000,MMTSO,0
57,156,Maestría en Medicina del Trabajo y Salud Ocupacional V.2 Subsede Santa Cruz,Mae. en Med. del Trab. y Salud Ocup. V.2  Subsede Sta.Cruz,MMTSO,Magíster en Medicina del Trabajo y Salud Ocupacional,1.0,V,T,2250.0,15000,10.000000,MMTSO,0
58,157,Maestría en Salud Pública con mención en Gerencia V.2 Subsede La Paz,Mae. en Salud Pública mención Gerencia V.2 Subsede La Paz,MPMG,Magister en Salud Pública con mención en Gerencia,1.0,V,T,2250.0,17500,10.000000,MPMG,0
59,158,Maestría en Salud Pública con mención en Gerencia V.2 Subsede Santa Cruz,Mae. en Salud Pública V.2 Subsede Sta. Cruz,MPMG,Magister en Salud Pública con mención en Gerencia,1.0,V,T,2250.0,17500,10.000000,MPMG,0
60,159,Maestría en Salud Pública con mención en Gerencia V.2 Subsede Trinidad,Mae. en Salud Pública V.2 Subsede Trinidad,MPMG,Magister en Salud Pública con mención en Gerencia,1.0,V,T,2250.0,17500,10.0,MPMG,0
61,160,Doctorado en Ciencias de la Educación V.6 Subsede Cochabamba,Doc. en Cienc. de la Educ. V.6 Subsede Cbba.,DCEV6,"Doctor en Ciencias de la Educación, Ph. D.",1.0,V,T,4125.0,37500,10.0,DCE,DCE
62,161,Doctorado en Ciencias de la Educación V.6 Santa Cruz,Doc. en Cienc. de la Educ. V.6 Sta. Cruz,DCEV6,"Doctor en Ciencias de la Educación,Ph. D.",1.0,V,T,3750.0,37875,10.0,DCE,DCE
63,162,Maestría en Comunicación Intercultural Como Aporte al Desarrollo Oruro,Maestría en Comunicación Intercultural Oruro,MECI,Magister en Comunicación Intercultural,1.0,V,T,2250.0,15000,10.0,MECI,0
64,163,Maestría en Comunicación Intercultural Como Aporte al Desarrollo Tarija,Maestría en Comunicación Intercultural Tarija,MECI,Magister en Comunicación Intercultural,1.0,V,T,2250.0,15000,10.0,MECI,0
65,164,"Maestría en Dirección de Marketing y Competitividad V.2, Subsede Santa Cruz","Mae. en Direc. de Marketing y Comp. V.2, Subsede Sta Cruz",MDMC,Magister en Dirección de Marketing y Competitividad,1.0,V,T,2250.0,16500,10.0,MDMC,0
66,165,"Especialidad en Formulación y Gestión de Proyectos de Desarrollo, V.2, Modalidad Virtual",Esp. en Form. y Gest. de Proy. de Desarrollo V.2,EFGPD,Especialista en Formulación y Gestión de Proyectos de Desarrollo,1.0,V,T,200.0,1000,10.0,EFGPD,0
67,166,"Diplomado en Metodologías de Investigación Cualitativa, V.2, Sede Sucre","Dip. en Met. de Inv. Cualitativa, V.2",DMIC2,Diploma en Metodologías de la Investigación Cualitativa,1.0,V,T,750.0,1875,10.0,DMIC,2
68,167,"Diplomado en Educación Superior, modalidad Virtual, Versión 9",Dip. en Educ. Sup. V.9,DES9,Diplomado en Educación Superior,1.0,V,A,760.0,3040,25.0,DES,9
69,168,"Especialidad en Tributación, Versión III, Subsede La Paz",Esp. en Tributacion V.3,ESPT,Especialista en Tributación,1.0,V,T,1500.0,7125,10.0,ESPT,0
70,169,"Especialidad en Tributación, Versión III, Subsede Santa Cruz",Esp. en Tributacion V.3,ESPT,Especialista en Tributación,1.0,V,T,1500.0,7125,10.0,ESPT,0
71,170,"Diplomado en Educación Superior, modalidad Virtual, Versión 10",Dip. en Educ. Sup. V.10,DES9,Diploma en Educación Superior,1.0,V,A,760.0,3040,25.0,DES,9
72,171,"Maestría en Nutriología Clínica Ortomolecular, Versión I, Sede Sucre",Maest. en Nut. Clínica Ortomolecular,MNCO,Magíster en Nutriología Clínica Ortomolecular,1.0,V,T,2250.0,15000,10.0,MNCO,0
73,172,"Maestría en Auditoría de Sistemas, Versión I, Sede Sucre",Maest. en Aud. de Sistemas,MADS,Magíster en Auditoría de Sistemas,1.0,V,T,2250.0,13750,10.0,MADS,0
74,173,"Doctorado en Derecho, Versión II, Sede Sucre",Doctorado en Derecho V. 2,DCDE,Doctor en Derecho,1.0,V,T,4125.0,33375,10.0,DCDE,0
75,174,"MAESTRIA EN ADMINISTRACIÓN DE JUSTICIA, Versión II, Sede Sucre","Maestria en Adm de Justicia, V.2 Sucre",MAJ2S,MAGISTER EN ADMINISTRACIÓN DE JUSTICIA,1.0,V,T,2250.0,12000,10.0,MAJ2S,0
76,175,"MAESTRIA EN ADMINISTRACIÓN DE JUSTICIA, Versión II, Subsede Santa Cruz","Maestria en Adm de Justicia, V.2 Sta. Cruz",MAJ2S,MAGISTER EN ADMINISTRACIÓN DE JUSTICIA,1.0,V,T,2250.0,12000,10.0,MAJ2S,0
77,176,"MAESTRIA EN ADMINISTRACIÓN DE JUSTICIA, Versión II, Subsede Cochabamba","Maestria en Adm de Justicia, V.2 Cbba.",MAJ2S,MAGISTER EN ADMINISTRACIÓN DE JUSTICIA,1.0,V,T,2250.0,12000,10.0,MAJ2S,0
78,177,"MAESTRIA EN ADMINISTRACIÓN DE JUSTICIA, Versión II, Subsede La Paz","Maestria en Adm de Justicia, V.2 La Paz",MAJ2S,MAGISTER EN ADMINISTRACIÓN DE JUSTICIA,1.0,V,T,2250.0,12000,10.0,MAJ2S,0
79,178,"MAESTRIA EN ADMINISTRACIÓN DE JUSTICIA, Versión II, Subsede Tarija","Maestria en Adm de Justicia, V.2 Tarija",MAJ2S,MAGISTER EN ADMINISTRACIÓN DE JUSTICIA,1.0,V,T,2250.0,12000,10.0,MAJ2S,0
80,179,"MAESTRIA EN ADMINISTRACIÓN DE JUSTICIA, Versión II, Subsede Pando","Maestria en Adm de Justicia, V.2 Pando",MAJ2S,MAGISTER EN ADMINISTRACIÓN DE JUSTICIA,1.0,V,T,2250.0,12000,10.0,MAJ2S,0
81,180,"MAESTRIA EN ADMINISTRACIÓN DE JUSTICIA, Versión II, Subsede Beni","Maestria en Adm de Justicia, V.2 Beni",MAJ2S,MAGISTER EN ADMINISTRACIÓN DE JUSTICIA,1.0,V,T,2250.0,12000,10.0,MAJ2S,0
82,181,"MAESTRIA EN ADMINISTRACIÓN DE JUSTICIA, Versión II, Subsede Oruro","Maestria en Adm de Justicia, V.2 Oruro",MAJ2S,MAGISTER EN ADMINISTRACIÓN DE JUSTICIA,1.0,V,T,2250.0,12000,10.0,MAJ2S,0
83,182,"MAESTRIA EN ADMINISTRACIÓN DE JUSTICIA, Versión II, Subsede Potosi","Maestria en Adm de Justicia, V.2 Potosi",MAJ2S,MAGISTER EN ADMINISTRACIÓN DE JUSTICIA,1.0,V,T,2250.0,12000,10.0,MAJ2S,0
84,183,Maestría en Salud Pública con mención en Gerencia V.2 Subsede Potosí,Mae. en Salud Pública V.2 Potosí,MPMG,Magister en Salud Pública con mención en Gerencia,1.0,V,T,2250.0,15000,10.0,MPMG,0
85,184,"MAESTRIA EN FINANZAS CORPORATIVAS Y BANCA, Versión I, Modalidad Virtual","Mae. en Finanzas y Banca, V.1, Virtual",MFBV,MAGISTER EN FINANZAS CORPORATIVAS Y BANCA,1.0,V,T,2250.0,12750,10.0,MFBV,0
